"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"442","ufpr","sa - sociais aplicadas","mestrado academico","ciencias humanas",2017,"outro","iniciacao cientifica",NA,NA,"outro",1,"nao",0,6,"sim","r; sas; minitab; statistica; spss; excel; matlab; tableau; qlik; microstrategy; power bi","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",181,95,1992-04-04,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"interior","nao","outro",20,10,"nao possuo","violao; teclado; flauta","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",28.9978938371845,29,1
"443","ufpr","ct - ciencias da terra","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"capes",1,1,"sim","excel","nao sei ainda",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",163,78,1995-07-31,"bolsista em tempo integral","com outros familiares",6,"curitiba","nao","transporte publico",100,0,"gato; passaro; tartaruga","outro","Facebook; Twitter; Google+; Instagram; Linkedin; Outras",42,"B se chama Bouba e A se chama Kiki.",29.3575219240468,25,1
"444","ufpr","sd - saude","doutorado","ciencias biologicas",2006,"unioeste","iniciacao cientifica; projeto de extensao",2015,2017,"unioeste",1,"nao",1,5,"nao","","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,64,1983-12-07,"outro","com outros familiares",1,"outro estado","a e b (moto e carro)","outro",120,12,"cachorro","nao toco nenhum instrumento","Nenhuma",60,"A se chama Bouba e B se chama Kiki.",22.1453287197232,37,1
"445","ufpr","sd - saude","doutorado","ciencias biologicas",2006,"unioeste","iniciacao cientifica; projeto de extensao",2017,2015,"unioeste",1,"nao",1,5,"nao","","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,64,1983-12-07,"outro","com outros familiares",1,"interior","a e b (moto e carro)","outro",150,15,"cachorro; gato","nao toco nenhum instrumento","Nenhuma",60,"A se chama Bouba e B se chama Kiki.",22.1453287197232,37,1
"446","unicentro",NA,"doutorado","ciencias exatas",2002,"outro","monitoria",2017,2018,"outro",3,"nao",2,7,"nao","r; excel","certamente sim",9,"outro","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",170,75,1974-10-21,"trabalho com carteira assinada/vinculo formal","com outros familiares",4,"outro estado","a e b (moto e carro)","carro/moto proprio",10,0,"nao possuo","nao toco nenhum instrumento","Instagram",45,"A se chama Bouba e B se chama Kiki.",25.9515570934256,46,1
"447","ufpr","ed - educacao","doutorado","ciencias humanas",2010,"uem",NA,2015,2017,"ufpr",6,"nao",0,6,"nao","excel","nao sei ainda",3,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",205,84,1980-03-30,"outro","com o namorado(a)/noivo(a)/conjuge",2,"interior","a e b (moto e carro)","carro/moto proprio",25,0,"nao possuo","violao; teclado; piano; flauta","Facebook; Twitter; Instagram; Linkedin",48,"B se chama Bouba e A se chama Kiki.",19.9881023200476,41,1
"448","ufpr","sp - palotina","mestrado academico","ciencias biologicas",2014,"uepg","iniciacao cientifica; monitoria; projeto de extensao",NA,2021,"ufpr",1,"nao",1,6,"sim","excel","nao sei ainda",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",185,78,1989-10-24,"trabalho com carteira assinada/vinculo formal","sozinho",1,"outro estado","b (carro)","carro/moto proprio",60,0,"gato","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin; Outras",55,"B se chama Bouba e A se chama Kiki.",22.7903579254931,31,1
"449","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2020,"outro","iniciacao cientifica; projeto de extensao",NA,NA,"outro",0,"capes",2,3,"nao","excel; assistat","certamente sim",10,"conseguir um emprego.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",180,115,1997-07-12,"bolsista em tempo integral","com os pais",3,"outro estado","a e b (moto e carro)","a pe",25,5,"gato","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin; Outras",51,"B se chama Bouba e A se chama Kiki.",35.4938271604938,23,1
"450","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","monitoria; projeto de extensao",NA,NA,"outro",3,"capes",0,6,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por alguma outra midia social da ufpr","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",173,67,1994-01-19,"bolsista em tempo integral","com os pais",1,"outro estado","b (carro)","carro/moto proprio",15,5,"cachorro","violao","Facebook; Instagram",47,"A se chama Bouba e B se chama Kiki.",22.3863142771225,27,1
"451","uepg",NA,"mestrado academico","ciencias exatas",2019,"uepg","iniciacao cientifica",NA,NA,"outro",0,"cnpq",1,0,"sim","statistica; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",169,82,1996-09-22,"bolsista em tempo integral","com amigos",1,"interior","nao","a pe",15,2,"cachorro","nao toco nenhum instrumento","Facebook; Twitter; Google+; Instagram; Linkedin",48,"B se chama Bouba e A se chama Kiki.",28.7104793249536,24,1
"452","unioeste",NA,"mestrado academico","ciencias humanas",2018,"unioeste","projeto de extensao",NA,2021,"unioeste",0,"capes",0,8,"nao","","certamente sim",8,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,65,1993-04-15,"bolsista em tempo integral","com amigos",0,"outro estado","b (carro)","a pe",5,15,"nao possuo","outro","Facebook; Instagram",50,"B se chama Bouba e A se chama Kiki.",22.4913494809689,28,1
"453","ufpr","ch - humanas","mestrado academico","ciencias humanas",2012,"outro","iniciacao cientifica",NA,NA,"outro",2,"nao",1,7,"sim","excel; jamovi","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",163,55,1989-05-04,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","a e b (moto e carro)","outro",300,4,"cachorro","violao; guitarra; teclado; contrabaixo; flauta","Facebook; Instagram",50,"B se chama Bouba e A se chama Kiki.",20.7008167413151,31,1
"454","uepg",NA,"mestrado academico","ciencias exatas",2021,"utfpr",NA,NA,2021,"outro",1,"capes",0,0,"sim","r; sas; minitab; excel","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",153,77,1975-01-10,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","b (carro)","transporte publico",30,10,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",32.8933316245888,46,1
"455","unila",NA,"mestrado academico","ciencias exatas",2015,"outro",NA,NA,NA,"outro",3,"nao",1,0,"sim","minitab; excel","nao sei ainda",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",161,54,1984-07-30,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"interior","b (carro)","carro/moto proprio",20,0,"nao possuo","nao toco nenhum instrumento","Linkedin",53,"B se chama Bouba e A se chama Kiki.",20.8325296091972,36,1
"456","uepg",NA,"mestrado academico","ciencias exatas",2008,"uepg","iniciacao cientifica; projeto de extensao",NA,NA,"outro",0,"nao",1,4,"sim","excel","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",166,90,1981-03-30,"trabalho ocasional","com os pais",2,"interior","b (carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",53,"B se chama Bouba e A se chama Kiki.",32.660763536072,40,1
"457","ufpr","sa - sociais aplicadas","mestrado academico","ciencias exatas",2019,"ufpr","projeto de extensao",NA,NA,"outro",1,"capes",1,0,"sim","r; excel","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",173,70,1995-02-11,"bolsista em tempo integral","com os pais",1,"curitiba","nao","carro/moto proprio",60,1,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",57,"B se chama Bouba e A se chama Kiki.",23.3886865581877,26,1
"458","ufpr","ct - ciencias da terra","mestrado academico","ciencias exatas",2019,"ufpr","iniciacao cientifica; empresa junior",NA,2022,"ufpr",0,"capes",1,0,"sim","r; spss; excel; matlab","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",163,65,1996-11-17,"bolsista em tempo integral","com amigos",1,"outro estado","nao","bicicleta",20,6,"cachorro; gato","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",24.4646016033724,24,1
"459","unioeste",NA,"mestrado academico","ciencias exatas",2000,"unioeste",NA,NA,NA,"outro",1,"nao",1,0,"nao","","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,74,1977-02-08,"trabalho por contrato","com outros familiares",2,"interior","b (carro)","carro/moto proprio",20,0,"nao possuo","piano","Facebook; Instagram",50,"B se chama Bouba e A se chama Kiki.",27.5133848899465,44,1
"460","ufpr","sa - sociais aplicadas","doutorado","ciencias humanas",2008,"outro",NA,2014,2016,"outro",0,"nao",1,0,"nao","","nao sei ainda",6,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",182,85,1986-09-12,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",10,"outro estado","a e b (moto e carro)","outro",0,0,"cachorro","nao toco nenhum instrumento","Facebook",45,"B se chama Bouba e A se chama Kiki.",25.6611520347784,34,1
"461","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2014,"ufpr","iniciacao cientifica; pet; projeto de extensao",NA,NA,"outro",2,"capes",1,0,"sim","excel; matlab","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","sim","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",166,60,1989-12-16,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"outro estado","b (carro)","carro/moto proprio",20,2,"nao possuo","nao toco nenhum instrumento; violao","Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",21.7738423573813,31,1
"462","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2016,"outro","iniciacao cientifica",2016,2018,"ufpr",3,"cnpq",1,28,"sim","r","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,56,1992-07-23,"bolsista em tempo integral","com amigos",1,"outro estado","a e b (moto e carro)","outro",30,0,"gato","outro","Facebook; Twitter; Instagram; Linkedin; Outras",50,"B se chama Bouba e A se chama Kiki.",21.875,28,1
"463","ufpr","ct - ciencias da terra","mestrado academico","ciencias exatas",2017,"ufpr","iniciacao cientifica; projeto de extensao",NA,NA,"ufpr",0,"capes",1,0,"sim","r; excel; matlab","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","sim","nao","totalmente em escola particular","ensino medio tradicional","Feminino",164,58,1992-02-02,"bolsista em tempo integral","sozinho",0,"curitiba","a e b (moto e carro)","bicicleta",40,4,"nao possuo","outro","Facebook; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",21.5645449137418,29,1
"464","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2014,"outro","iniciacao cientifica; projeto de extensao",NA,NA,"outro",0,"capes",1,0,"sim","excel","certamente sim",7,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,65,1990-05-09,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",40,0,"cachorro; gato; peixe; outro","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",55,"B se chama Bouba e A se chama Kiki.",24.4646016033724,30,1
"465","ufpr","sl - litoral","mestrado academico","ciencias biologicas",2018,"ufpr","iniciacao cientifica",NA,2021,"ufpr",0,"capes",4,0,"sim","r; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",167,67,1992-08-03,"bolsista em tempo integral","com amigos",2,"outro estado","nao","bicicleta",10,0,"gato","guitarra; teclado","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",24.023808670085,28,1
"466","ufpr","et - exatas","mestrado academico","ciencias exatas",2019,"outro","iniciacao cientifica",NA,NA,"outro",0,"capes",0,0,"nao","","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",168,60,1994-08-16,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","a e b (moto e carro)","transporte publico",40,4,"cachorro","teclado","Facebook; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",21.2585034013605,26,1
"467","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2017,"ufpr","iniciacao cientifica",2018,2020,"ufpr",0,"capes",1,0,"sim","r; excel; origin","nao sei ainda",8,"conseguir um emprego.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",163,59,1988-08-09,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",0,"outro estado","nao","transporte publico",90,2,"gato","nao toco nenhum instrumento","Facebook; Twitter; Instagram",55,"B se chama Bouba e A se chama Kiki.",22.206330686138,32,1
"468","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2013,"outro","monitoria",2013,2015,"ufpr",2,"nao",0,10,"sim","excel; past","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",173,75,1991-05-18,"trabalho por contrato","com os pais",1,"curitiba","b (carro)","carro/moto proprio",20,4,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",47,"B se chama Bouba e A se chama Kiki.",25.0593070266297,29,1
"469","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2018,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",7,"capes",1,0,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,60,1993-12-02,"bolsista em tempo integral","com os pais",0,"curitiba","b (carro)","carro/moto proprio",15,2,"cachorro; passaro; peixe","violao; flauta; outro","Facebook; Instagram; Linkedin",55,"A se chama Bouba e B se chama Kiki.",20.7612456747405,27,1
"470","ufpr","et - exatas","doutorado","ciencias exatas",2016,"outro","iniciacao cientifica; monitoria",2017,2019,"outro",3,"capes",1,0,"sim","excel","nao sei ainda",4,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",177,79,1989-02-03,"bolsista em tempo integral","sozinho",2,"outro estado","a e b (moto e carro)","carro/moto proprio",15,7,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",57,"B se chama Bouba e A se chama Kiki.",25.2162533116282,32,1
"471","ufpr","sd - saude","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica",NA,NA,"outro",0,"capes",2,0,"sim","r; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",181,60,1995-01-19,"bolsista em tempo integral","com os pais",1,"curitiba","b (carro)","transporte publico",50,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",40,"B se chama Bouba e A se chama Kiki.",18.3144592655902,26,1
"472","uepg",NA,"mestrado profissional","ciencias exatas",2019,"uepg","iniciacao cientifica; projeto de extensao; empresa junior",NA,NA,"outro",0,"nao",1,0,"sim","minitab; excel; matlab","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Masculino",178,76,1997-04-17,"trabalho por contrato","com os pais",0,"interior","b (carro)","carro/moto proprio",15,0,"nao possuo","violao; guitarra; teclado; contrabaixo; bateria; piano; outro","Facebook; Instagram; Linkedin",42,"B se chama Bouba e A se chama Kiki.",23.9868703446535,24,1
"473","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",2,0,"nao","","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","sim","totalmente em escola publica","ensino medio tradicional","Feminino",154,44,1996-12-06,"trabalho ocasional","com os pais",1,"reg. metr.","b (carro)","carro/moto proprio",40,0,"cachorro; outro","outro","Facebook; Instagram; Linkedin",58,"A se chama Bouba e B se chama Kiki.",18.5528756957328,24,1
"474","unila",NA,"mestrado academico","ciencias exatas",2019,"unila","projeto de extensao",NA,NA,"outro",0,"capes",1,2,"sim","excel; matlab","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",167,60,1992-12-10,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",0,"exterior","nao","transporte publico",15,10,"nao possuo","violao; teclado; piano; outro","Facebook; Instagram; Outras",58,"B se chama Bouba e A se chama Kiki.",21.5138585105239,28,1
"475","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2012,"outro","iniciacao cientifica; projeto de extensao",2012,2014,"outro",1,"capes",1,10,"sim","excel; graphpad prism","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",152,50,1989-09-29,"bolsista em tempo integral","sozinho",1,"outro estado","b (carro)","carona com amigos",25,10,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",21.6412742382271,31,1
"476","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2000,"ufpr","iniciacao cientifica",2011,2013,"ufpr",1,"capes",1,11,"nao","excel","nao sei ainda",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",184,74,1970-10-26,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","a e b (moto e carro)","transporte publico",45,1,"nao possuo","violao","Linkedin",49,"B se chama Bouba e A se chama Kiki.",21.8572778827977,50,1
"477","ufpr","ag - agrarias","doutorado","ciencias biologicas",2017,"outro","iniciacao cientifica; empresa junior",2018,2020,"ufpr",6,"capes",2,8,"sim","r; minitab; excel; assistat","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","sim","totalmente em escola particular","ensino medio tradicional","Feminino",154,62,1992-06-18,"bolsista em tempo integral","com amigos",2,"outro estado","nao","a pe",15,1,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",52,"A se chama Bouba e B se chama Kiki.",26.1426884803508,28,1
"478","ufpr","tc - tecnologia","doutorado","ciencias exatas",2017,"ufpr","iniciacao cientifica",2018,2020,"ufpr",0,"lactec",1,6,"sim","excel; matlab","certamente sim",7,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,63,1995-07-09,"bolsista em tempo integral","com os pais",1,"curitiba","b (carro)","carro/moto proprio",5,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",43,"B se chama Bouba e A se chama Kiki.",21.7993079584775,25,1
"479","ufpr","ag - agrarias","mestrado academico","ciencias exatas",2019,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",1,"capes",3,0,"sim","excel; statgraphics","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",170,57,1994-05-01,"bolsista em tempo integral","com outros familiares",1,"curitiba","b (carro)","bicicleta",30,6,"cachorro","nao toco nenhum instrumento","Facebook",57,"B se chama Bouba e A se chama Kiki.",19.7231833910035,26,1
"480","unicentro",NA,"mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica; projeto de extensao",NA,NA,"outro",0,"nao",1,10,"sim","excel; past","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","sim","Remota","nao","sim","totalmente em escola publica","ensino medio tradicional","Feminino",156,62,1997-11-23,"trabalho ocasional","com os pais",1,"interior","b (carro)","transporte publico",40,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",49,"B se chama Bouba e A se chama Kiki.",25.4766600920447,23,1
"481","ufpr","et - exatas","mestrado academico","ciencias exatas",2006,"ufpr",NA,NA,NA,"outro",0,"nao",1,0,"nao","excel","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",174,80,1978-12-15,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"reg. metr.","a e b (moto e carro)","carro/moto proprio",15,2,"nao possuo","nao toco nenhum instrumento","Nenhuma",54,"A se chama Bouba e B se chama Kiki.",26.4235698242833,42,1
"482","ufpr","sp - palotina","mestrado academico","ciencias humanas",2018,"ufpr","iniciacao cientifica; projeto de extensao",NA,NA,"ufpr",0,"nao",1,0,"nao","","certamente sim",8,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",183,76,1993-08-30,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",0,"interior","a e b (moto e carro)","bicicleta",15,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",52,"B se chama Bouba e A se chama Kiki.",22.6940189315895,27,1
"483","unioeste",NA,"mestrado academico","ciencias exatas",2017,"utfpr",NA,NA,NA,"outro",0,"nao",2,0,"sim","excel","certamente sim",8,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",160,64,1995-10-19,"outro","com os pais",2,"interior","b (carro)","carro/moto proprio",20,1,"cachorro; gato","nao toco nenhum instrumento","Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",25,25,1
"484","ufpr","sd - saude","mestrado academico","ciencias biologicas",2007,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",1,"nao",1,0,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",168,69,1982-11-27,"outro","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",20,2,"cachorro","nao toco nenhum instrumento","Facebook; Linkedin",48,"B se chama Bouba e A se chama Kiki.",24.4472789115646,38,1
"485","ufpr","ch - humanas","mestrado academico","ciencias humanas",2003,"ufpr",NA,NA,NA,"outro",3,"nao",2,0,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",178,94,1978-02-23,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",48,"B se chama Bouba e A se chama Kiki.",29.6679712157556,43,1
"486","uepg",NA,"doutorado","ciencias exatas",2017,"uepg",NA,2018,2020,"uepg",0,"cnpq",0,0,"sim","excel; origin 8.0","certamente sim",7,"conseguir um emprego.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,64,1990-10-04,"bolsista em tempo integral","sozinho",2,"reg. metr.","a e b (moto e carro)","a pe",10,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",47,"A se chama Bouba e B se chama Kiki.",19.7530864197531,30,1
"487","ufpr","sp - palotina","mestrado academico","ciencias biologicas",2019,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",5,"capes",0,2,"nao","","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,56,1998-02-02,"bolsista em tempo integral","com os pais",2,"interior","b (carro)","carro/moto proprio",20,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",56,"A se chama Bouba e B se chama Kiki.",20.8209399167162,23,1
