"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"136","16/03/2021 09:35:58","ufpr","sd - saude","doutorado","ciencias humanas",1999,"outro","monitoria",2013,2015,"outro",6,"nao",1,1,"nao","nunca usei","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",165,62,1977-01-03,"trabalho com carteira assinada/vinculo formal","com amigos",1,"outro estado","b (carro)","carro/moto proprio",40,4,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","nao","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","sim","nao","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",36,44,"C/ barba"
"137","16/03/2021 09:50:08","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2016,"ufpr","iniciacao cientifica; projeto de extensao; pibid",2016,2018,"ufpr",3,"capes",1,19,"sim","r; graphpad prism","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",168,95,1992-12-04,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","nao","carro/moto proprio",25,0,"gato","nao toco nenhum instrumento","facebook; twitter; instagram; outras","nao",0,"nenhuma","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","afetou moderadamente","sim","sim","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",38,28,"C/ barba"
"138","16/03/2021 10:00:51","ufpr","tc - tecnologia","doutorado","ciencias exatas",2014,"ufpr","iniciacao cientifica; monitoria; projeto de extensao; empresa junior",2014,2015,"ufpr",9,"nao",1,12,"sim","r; statistica; spss; excel ou similares","certamente sim",10,"conseguir um emprego.","por alguma outra midia social da ufpr","nao","sim","nao","totalmente em escola particular","ensino medio tradicional","Feminino",161,59,1989-12-09,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","a pe",45,3,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","nao","nao","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",36,31,"C/ barba"
"139","16/03/2021 10:22:31","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2007,"outro","iniciacao cientifica",2020,NA,NA,0,"nao",1,1,"sim","r; excel ou similares","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",163,60,1985-05-20,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","carro/moto proprio",25,0,"cachorro; gato","violao","instagram","sim",3,"corrida; tecido acrobatico","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","nao afetou","afetou pouco","sim","nao","nao se dizer","",23,"a da esquerda se chama bouba, a da direita se chama kiki.",26,35,"C/ barba"
"140","16/03/2021 10:37:33","utfpr",NA,"mestrado academico","ciencias exatas",2019,"ifpr","iniciacao cientifica; monitoria",NA,NA,NA,0,"cnpq",1,0,"sim","excel ou similares","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,90,1998-05-08,"bolsista em tempo integral","com outros familiares",0,"curitiba","b (carro)","transporte publico",60,3,"cachorro; gato","nao toco nenhum instrumento","facebook; twitter; instagram","nao",1,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou pouco","nao sei dizer","nao","sim","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",35,22,"C/ barba"
"141","16/03/2021 10:41:46","ufpr","sd - saude","mestrado academico","ciencias biologicas",2012,"ufpr","iniciacao cientifica; projeto de extensao",NA,NA,NA,0,"nao",0,0,"sim","excel ou similares","nao sei ainda",5,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",167,76,1988-05-29,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"curitiba","b (carro)","carro/moto proprio",16,0,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",0,"nenhuma","sim","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","nao afetou",NA,"sim","sim","nao se dizer","",29,"a da esquerda se chama kiki, a da direita se chama bouba.",31,32,"C/ barba"
"142","16/03/2021 10:48:00","unioeste",NA,"doutorado","ciencias exatas",2003,"outro","nao participei",2013,2015,"outro",3,"nao",1,0,"nao","nunca usei","nao sei ainda",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","parte em escola publica, parte em particular","ensino medio profissionalizante (tecnico)","Masculino",175,89,1968-10-07,"trabalho com carteira assinada/vinculo formal","com outros familiares",3,"curitiba","b (carro)","carro/moto proprio",40,0,"cachorro; outro","nao toco nenhum instrumento","twitter; linkedin","sim",3,"caminhada; pilates","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei mais que o normal","afetou pouco","sim","sim","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",34,52,"C/ barba"
"143","16/03/2021 10:55:31","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria; projeto de extensao; empresa junior",NA,NA,NA,0,"capes",1,4,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",168,58,1998-10-17,"bolsista em tempo integral","com amigos",1,"outro estado","b (carro)","a pe",20,4,"nao possuo","nao toco nenhum instrumento","facebook; instagram","sim",5,"pilates","nao","sim","nao","nao","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou moderadamente","sim","sim","sim","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",41,22,"C/ barba"
"144","16/03/2021 10:55:38","utfpr",NA,"mestrado academico","ciencias exatas",2007,"outro","nao participei",NA,2021,"utfpr",0,"nao",1,8,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",160,63,1980-03-20,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","a e b (moto e carro)","carro/moto proprio",30,1,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",4,"caminhada; ciclismo; funcional","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei mais que o normal","afetou pouco","sim","nao sei dizer","sim","",30,"a da esquerda se chama bouba, a da direita se chama kiki.",27,41,"C/ barba"
"145","16/03/2021 11:05:36","ufpr","sp - palotina","doutorado","ciencias biologicas",2010,"uem","iniciacao cientifica; projeto de extensao",2013,2015,"utfpr",2,"nao",1,2,"sim","r; sas; minitab; matlab","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","sim","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",167,64,1988-09-24,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"interior do parana","a e b (moto e carro)","carro/moto proprio",300,5,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",3,"caminhada; corrida; musculacao","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao; tratamento precoce (de qualquer especie)","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao; tratamento precoce (de qualquer especie)","afetou pouco","estudei mais que o normal","afetou muito","sim","sim","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",35,32,"C/ barba"
"146","16/03/2021 11:18:39","utfpr",NA,"doutorado","ciencias exatas",2015,"utfpr","iniciacao cientifica; projeto de extensao",2015,2017,"utfpr",3,"nao",2,0,"sim","excel ou similares; matlab","certamente sim",8,"conseguir um emprego.","outro","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",179,90,1992-03-04,"outro","com os pais",0,"curitiba","b (carro)","a pe",40,0,"nao possuo","violao; guitarra; contrabaixo","facebook; twitter; instagram; linkedin","sim",5,"caminhada; musculacao; natacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","afetou pouco","sim","nao","nao se dizer","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",38,29,"C/ barba"
"147","16/03/2021 12:01:56","ufpr","et - exatas","mestrado academico","ciencias exatas",2010,"ufpr","iniciacao cientifica",2021,2023,NA,0,"nao",1,1,"nao","excel ou similares; matlab; octave","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",198,98,1979-05-17,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","a e b (moto e carro)","carro/moto proprio",25,2,"cachorro","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","nao",5,"caminhada; musculacao","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","nao afetou","nao afetou","nao sei dizer","sim","nao se dizer","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",27,41,"C/ barba"
"148","16/03/2021 12:02:22","ufpr","et - exatas","mestrado academico","ciencias exatas",2010,"ufpr","iniciacao cientifica",2021,2023,NA,0,"nao",1,1,"nao","excel ou similares; matlab; octave","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",198,98,1979-05-17,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","a e b (moto e carro)","carro/moto proprio",25,2,"cachorro","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","nao",5,"caminhada; musculacao","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","nao afetou","nao afetou","nao sei dizer","sim","nao se dizer","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",27,41,"C/ barba"
"149","16/03/2021 13:23:27","ufpr","ch - humanas","mestrado academico","ciencias humanas",2020,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"nao",1,0,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",178,68,1998-08-18,"trabalho ocasional","com os pais",1,"curitiba","nao","transporte publico",60,4,"cachorro","nao toco nenhum instrumento","facebook; instagram; outras","nao",2,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal",NA,"nao","sim",NA,"",25,"a da esquerda se chama kiki, a da direita se chama bouba.",35,22,"C/ barba"
"150","16/03/2021 13:41:27","unioeste",NA,"doutorado","ciencias exatas",2011,"uel","projeto de extensao",2013,2015,"uel",3,"nao",1,12,"nao","nunca usei","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",182,71,1982-04-29,"trabalho com carteira assinada/vinculo formal","sozinho",2,"interior do parana","b (carro)","carro/moto proprio",180,0,"cachorro","nao toco nenhum instrumento","facebook","sim",3,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","afetou moderadamente","nao afetou","afetou moderadamente","sim","nao","nao","",27,"a da esquerda se chama bouba, a da direita se chama kiki.",35,39,"C/ barba"
"151","16/03/2021 13:50:31","ufpr","sd - saude","doutorado","ciencias humanas",2016,"ufpr","nao participei",2014,2016,"ufpr",2,"capes",1,1,"nao","nunca usei","nao sei ainda",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",175,84,1956-09-15,"bolsista em tempo integral","com outros familiares",4,"interior do parana","a e b (moto e carro)","carro/moto proprio",40,0,"cachorro","violao","facebook; instagram; linkedin; outras","nao",0,"vez em quando ando de bike","nao","nao","sim","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","extinguiu minha renda","nao afetou","nao afetou","nao","sim","nao se dizer","",30,"a da esquerda se chama kiki, a da direita se chama bouba.",19,64,"C/ barba"
"152","16/03/2021 13:53:57","ufpr","sd - saude","mestrado academico","ciencias biologicas",2009,"outro","iniciacao cientifica; monitoria",NA,NA,NA,2,"nao",1,0,"nao","nunca usei","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",178,57,1984-07-06,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","carro/moto proprio",15,5,"cachorro","nao toco nenhum instrumento","instagram","nao",0,"caminhada","nao","sim","nao","nao","sim","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou muito","estudei mais que o normal","afetou moderadamente","sim","sim","sim","",32,"a da esquerda se chama kiki, a da direita se chama bouba.",27,36,"S/ barba"
"153","16/03/2021 13:57:39","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2009,"outro","iniciacao cientifica; monitoria",2014,2017,"outro",2,"nao",2,50,"sim","r; minitab; statistica; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",172,79,1985-02-22,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",7,"outro estado","a e b (moto e carro)","carro/moto proprio",0,5,"cachorro","violao","linkedin","sim",5,"caminhada; natacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","sim","nao","",26,"a da esquerda se chama bouba, a da direita se chama kiki.",34,36,"S/ barba"
"154","16/03/2021 14:55:29","ufpr","ag - agrarias","doutorado","ciencias biologicas",2017,"outro","iniciacao cientifica; treinamento profissional",2018,2020,"outro",3,"nao",1,0,"sim","r; statistica; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",162,45,1993-11-01,"outro","com os pais",1,"outro estado","b (carro)","servico fretado de van/onibus",35,0,"cachorro; gato","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",5,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","nao afetou","nao afetou","sim","nao sei dizer","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",39,27,"S/ barba"
"155","16/03/2021 15:51:36","ufpr","sd - saude","mestrado academico","ciencias biologicas",2015,"outro","monitoria; projeto de extensao; ca",NA,NA,NA,1,"nao",1,1,"sim","spss; excel ou similares","certamente sim",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",175,69,1992-04-06,"trabalho com carteira assinada/vinculo formal","sozinho",1,"outro estado","a e b (moto e carro)","carro/moto proprio",25,0,"cachorro","outro","facebook; instagram; linkedin; outras","sim",7,"corrida; musculacao; natacao; jiu jitsu; skate","nao","sim","nao","sim","sim","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","afetou pouco","estudei mais que o normal","afetou pouco","nao sei dizer","sim","nao se dizer","",21,"a da esquerda se chama kiki, a da direita se chama bouba.",25,29,"S/ barba"
"156","16/03/2021 15:58:02","ufpr","ac - artes, comunicacao e design","doutorado","ciencias humanas",2004,"outro","nao participei",2012,2014,"outro",0,"nao",0,8,"sim","excel ou similares","nao sei ainda",10,"aumento salarial e oportunidades mais promissoras.","por alguma outra midia social da ufpr","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,63,1978-07-10,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","outro",180,0,"nao possuo","violao; guitarra","facebook; instagram; linkedin","sim",3,"ciclismo","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei mais que o normal","afetou pouco","sim","nao","nao se dizer","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",35,42,"S/ barba"
"157","16/03/2021 15:58:10","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2018,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"fundacao araucaria",1,0,"sim","r; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",161,60,1994-03-04,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro; gato","nao toco nenhum instrumento","facebook; instagram; linkedin; outras","nao",0,"nenhuma","nao","sim","sim","sim","sim","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","nao sei dizer","nao sei dizer","nao","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",36,27,"S/ barba"
"158","16/03/2021 16:00:35","unila",NA,"mestrado academico","ciencias exatas",2020,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"outro",2,0,"sim","excel ou similares","nao sei ainda",8,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",159,70,1991-03-31,"bolsista em tempo integral","com os pais",10,"outro estado","b (carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei mais que o normal",NA,"sim","nao","nao se dizer","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",40,30,"S/ barba"
"159","16/03/2021 16:26:57","ufpr","ch - humanas","doutorado","ciencias humanas",2011,"outro","monitoria",2014,2014,"outro",2,"capes",2,3,"sim","spss; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",176,90,1982-10-25,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",2,"outro pais","nao","transporte publico",30,0,"nao possuo","guitarra","facebook; twitter; google+; instagram; linkedin","nao",0,"nenhuma","nao","nao","nao","nao","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","extinguiu minha renda","nao afetou","nao afetou","sim","nao sei dizer","sim","",21,"a da esquerda se chama kiki, a da direita se chama bouba.",33,38,"S/ barba"
"160","16/03/2021 16:49:22","uenp","et - exatas","doutorado","ciencias exatas",2003,"outro","nao participei",2009,2011,"uem",2,"nao",1,0,"nao","nunca usei","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",179,98,1978-05-11,"trabalho com carteira assinada/vinculo formal","com outros familiares",1,"interior do parana","a e b (moto e carro)","carro/moto proprio",360,0,"cachorro","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","sim",6,"corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos","afetou muito","estudei menos que o normal","afetou pouco","sim","nao sei dizer","nao se dizer","",18,"a da esquerda se chama kiki, a da direita se chama bouba.",33,42,"S/ barba"
"161","16/03/2021 16:50:02","ufpr","et - exatas","mestrado academico","ciencias exatas",2020,"outro","projeto de extensao",NA,NA,NA,0,"nao",1,0,"sim","minitab; excel ou similares; matlab","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",170,81,1995-11-03,"outro","com os pais",1,"interior do parana","a e b (moto e carro)","bicicleta",20,5,"nao possuo","nao toco nenhum instrumento","twitter; instagram; linkedin","sim",3,"caminhada; corrida; musculacao; futebol","nao","sim","sim","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","nao afetou","afetou moderadamente","nao sei dizer","sim","nao se dizer","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",35,25,"S/ barba"
